OrderID,OrderMonth,OrderYear,CustomerID,Region,CustomerName,State,City,Category,SubCategory,GrossSales,GrossProfit,Return_Sales_Value,ActualSales,NetProfit,TotalCost
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Office Supplies,Binders,961.8,-705.32,0,961.8,-705.32,1667.12
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Furniture,Furnishings,12420,1552.5,0,12420,1552.5,10867.5
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Office Supplies,Envelopes,326.4,110.16,0,326.4,110.16,216.24
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Office Supplies,Art,8630.4,970.92,0,8630.4,970.92,7659.48
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Office Supplies,Binders,685.8,-571.5,0,685.8,-571.5,1257.3
US-2015-150630,September,2015,TB-21520,East,Tracy Blumstein,Pennsylvania,Philadelphia,Office Supplies,Art,1576,354.6,0,1576,354.6,1221.4
CA-2017-107727,October,2017,MA-17560,Central,Matt Abelman,Texas,Houston,Office Supplies,Paper,2947.2,994.68,0,2947.2,994.68,1952.52
CA-2016-117590,December,2016,GH-14485,Central,Gene Hale,Texas,Richardson,Technology,Phones,109754.4,12347.37,0,109754.4,12347.37,97407.03
CA-2016-117590,December,2016,GH-14485,Central,Gene Hale,Texas,Richardson,Furniture,Furnishings,19092,-14796.3,0,19092,-14796.3,33888.3
CA-2015-117415,December,2015,SN-20710,Central,Steve Nguyen,Texas,Houston,Office Supplies,Envelopes,11332.8,3541.5,0,11332.8,3541.5,7791.3
CA-2015-117415,December,2015,SN-20710,Central,Steve Nguyen,Texas,Houston,Furniture,Bookcases,53239.92,-4697.64,0,53239.92,-4697.64,57937.56
CA-2015-117415,December,2015,SN-20710,Central,Steve Nguyen,Texas,Houston,Furniture,Chairs,21205.8,-1514.7,0,21205.8,-1514.7,22720.5
CA-2015-117415,December,2015,SN-20710,Central,Steve Nguyen,Texas,Houston,Technology,Phones,37116.8,4175.64,0,37116.8,4175.64,32941.16
CA-2017-120999,September,2017,LC-16930,Central,Linda Cazamias,Illinois,Naperville,Technology,Phones,14716.8,1655.64,0,14716.8,1655.64,13061.16
CA-2016-101343,July,2016,RA-19885,West,Ruben Ausman,California,Los Angeles,Office Supplies,Storage,7788,389.4,0,7788,389.4,7398.6
CA-2017-139619,September,2017,ES-14080,South,Erin Smith,Florida,Melbourne,Office Supplies,Storage,9561.6,956.16,0,9561.6,956.16,8605.44
CA-2016-118255,March,2016,ON-18715,Central,Odella Nelson,Minnesota,Eagan,Technology,Accessories,4598,1977.14,0,4598,1977.14,2620.86
CA-2016-118255,March,2016,ON-18715,Central,Odella Nelson,Minnesota,Eagan,Office Supplies,Binders,1746,820.62,0,1746,820.62,925.38
CA-2014-146703,October,2014,PO-18865,Central,Patrick O'Donnell,Michigan,Westland,Office Supplies,Storage,21196,847.84,0,21196,847.84,20348.16
CA-2016-169194,June,2016,LH-16900,East,Lena Hernandez,Delaware,Dover,Technology,Accessories,4500,495,0,4500,495,4005
CA-2016-169194,June,2016,LH-16900,East,Lena Hernandez,Delaware,Dover,Technology,Phones,2180,610.4,0,2180,610.4,1569.6
CA-2015-115742,April,2015,DP-13000,Central,Darren Powers,Indiana,New Albany,Office Supplies,Binders,3822,1796.34,0,3822,1796.34,2025.66
CA-2015-115742,April,2015,DP-13000,Central,Darren Powers,Indiana,New Albany,Office Supplies,Labels,7518,3533.46,0,7518,3533.46,3984.54
CA-2015-115742,April,2015,DP-13000,Central,Darren Powers,Indiana,New Albany,Furniture,Furnishings,616,295.68,0,616,295.68,320.32
CA-2015-115742,April,2015,DP-13000,Central,Darren Powers,Indiana,New Albany,Furniture,Chairs,8999,1709.81,0,8999,1709.81,7289.19
CA-2016-105816,December,2016,JM-15265,East,Janet Molinari,New York,New York City,Office Supplies,Fasteners,1526,625.66,0,1526,625.66,900.34
CA-2016-105816,December,2016,JM-15265,East,Janet Molinari,New York,New York City,Technology,Phones,102995,29868.55,0,102995,29868.55,73126.45
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Office Supplies,Storage,20856,5214,20856,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Office Supplies,Paper,3240,1555.2,3240,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Furniture,Chairs,31941,709.8,31941,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Office Supplies,Paper,1456,698.88,1456,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Technology,Accessories,3000,330,3000,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Office Supplies,Binders,4848,1636.2,4848,0,0,0
CA-2016-111682,June,2016,TB-21055,East,Ted Butterfield,New York,Troy,Office Supplies,Art,168,84,168,0,0,0
CA-2015-135545,November,2015,KM-16720,West,Kunst Miller,California,Los Angeles,Technology,Accessories,1398,615.12,0,1398,615.12,782.88
CA-2015-135545,November,2015,KM-16720,West,Kunst Miller,California,Los Angeles,Office Supplies,Binders,2582.4,936.12,0,2582.4,936.12,1646.28
CA-2015-135545,November,2015,KM-16720,West,Kunst Miller,California,Los Angeles,Office Supplies,Paper,14673,6896.31,0,14673,6896.31,7776.69
CA-2015-135545,November,2015,KM-16720,West,Kunst Miller,California,Los Angeles,Furniture,Furnishings,7976,2233.28,0,7976,2233.28,5742.72
US-2015-164175,April,2015,PS-18970,Central,Paul Stevenson,Illinois,Chicago,Furniture,Chairs,21311.5,-1522.25,0,21311.5,-1522.25,22833.75
CA-2014-106376,December,2014,BS-11590,West,Brendan Sweed,Arizona,Gilbert,Office Supplies,Art,111302.4,11130.24,0,111302.4,11130.24,100172.16
CA-2014-106376,December,2014,BS-11590,West,Brendan Sweed,Arizona,Gilbert,Technology,Phones,16796.8,6298.8,0,16796.8,6298.8,10498
CA-2016-119823,June,2016,KD-16270,South,Karen Daniels,Virginia,Springfield,Office Supplies,Paper,7588,3566.36,0,7588,3566.36,4021.64
CA-2016-106075,September,2016,HM-14980,East,Henry MacAllister,New York,New York City,Office Supplies,Binders,461.6,173.1,0,461.6,173.1,288.5
CA-2017-114440,September,2017,TB-21520,Central,Tracy Blumstein,Michigan,Jackson,Office Supplies,Paper,1905,876.3,0,1905,876.3,1028.7
US-2015-134026,April,2015,JE-15745,South,Joel Eaton,Tennessee,Memphis,Furniture,Chairs,83193.6,-11439.12,0,83193.6,-11439.12,94632.72
US-2015-134026,April,2015,JE-15745,South,Joel Eaton,Tennessee,Memphis,Furniture,Furnishings,9704,121.3,0,9704,121.3,9582.7
US-2015-134026,April,2015,JE-15745,South,Joel Eaton,Tennessee,Memphis,Office Supplies,Storage,7278.4,-1819.6,0,7278.4,-1819.6,9098
US-2017-118038,December,2017,KB-16600,Central,Ken Brennan,Texas,Houston,Office Supplies,Binders,124.8,-193.44,0,124.8,-193.44,318.24
US-2017-118038,December,2017,KB-16600,Central,Ken Brennan,Texas,Houston,Furniture,Furnishings,970.8,-582.48,0,970.8,-582.48,1553.28
US-2017-118038,December,2017,KB-16600,Central,Ken Brennan,Texas,Houston,Office Supplies,Storage,2724,272.4,0,2724,272.4,2451.6
US-2014-147606,November,2014,JE-15745,Central,Joel Eaton,Texas,Houston,Furniture,Furnishings,1930,-1447.5,0,1930,-1447.5,3377.5
CA-2016-127208,June,2016,SC-20770,South,Stewart Carmichael,Alabama,Decatur,Office Supplies,Appliances,20816,5620.32,0,20816,5620.32,15195.68
CA-2016-127208,June,2016,SC-20770,South,Stewart Carmichael,Alabama,Decatur,Office Supplies,Binders,1674,803.52,0,1674,803.52,870.48
CA-2014-139451,October,2014,DN-13690,West,Duane Noonan,California,San Francisco,Office Supplies,Art,1490,417.2,0,1490,417.2,1072.8
CA-2014-139451,October,2014,DN-13690,West,Duane Noonan,California,San Francisco,Office Supplies,Storage,2139,620.31,0,2139,620.31,1518.69
CA-2015-149734,September,2015,JC-16105,South,Julie Creighton,North Carolina,Durham,Office Supplies,Envelopes,20098.4,6280.75,0,20098.4,6280.75,13817.65
US-2017-119662,November,2017,CS-12400,Central,Christopher Schild,Illinois,Chicago,Office Supplies,Storage,23037.6,-4895.49,0,23037.6,-4895.49,27933.09
CA-2017-140088,May,2017,PO-18865,South,Patrick O'Donnell,South Carolina,Columbia,Furniture,Chairs,30196,3321.56,0,30196,3321.56,26874.44
CA-2017-155558,October,2017,PG-18895,Central,Paul Gonzalez,Minnesota,Rochester,Technology,Accessories,1999,679.66,0,1999,679.66,1319.34
CA-2017-155558,October,2017,PG-18895,Central,Paul Gonzalez,Minnesota,Rochester,Office Supplies,Labels,616,295.68,0,616,295.68,320.32
CA-2016-159695,April,2016,GM-14455,Central,Gary Mitchum,Texas,Houston,Office Supplies,Storage,15836.8,1385.72,0,15836.8,1385.72,14451.08
CA-2016-109806,September,2016,JS-15685,West,Jim Sink,California,Los Angeles,Office Supplies,Art,2010,663.3,2010,0,0,0
CA-2016-109806,September,2016,JS-15685,West,Jim Sink,California,Los Angeles,Technology,Phones,7358.4,827.82,7358.4,0,0,0
CA-2016-109806,September,2016,JS-15685,West,Jim Sink,California,Los Angeles,Office Supplies,Paper,648,311.04,648,0,0,0
CA-2015-149587,January,2015,KB-16315,Central,Karl Braun,Minnesota,Minneapolis,Office Supplies,Paper,1296,622.08,0,1296,622.08,673.92
CA-2015-149587,January,2015,KB-16315,Central,Karl Braun,Minnesota,Minneapolis,Furniture,Furnishings,5334,1653.54,0,5334,1653.54,3680.46
CA-2015-149587,January,2015,KB-16315,Central,Karl Braun,Minnesota,Minneapolis,Office Supplies,Binders,3296,1615.04,0,3296,1615.04,1680.96
US-2017-109484,November,2017,RB-19705,West,Roger Barcio,Oregon,Portland,Office Supplies,Binders,568.2,-378.8,0,568.2,-378.8,947
CA-2017-161018,November,2017,PN-18775,East,Parhena Norris,New York,New York City,Furniture,Furnishings,9653,4054.26,0,9653,4054.26,5598.74
CA-2017-157833,June,2017,KD-16345,West,Katherine Ducich,California,San Francisco,Office Supplies,Binders,5131.2,1795.92,0,5131.2,1795.92,3335.28
CA-2016-149223,September,2016,ER-13855,Central,Elpida Rittenbach,Minnesota,Saint Paul,Office Supplies,Appliances,7788,2258.52,0,7788,2258.52,5529.48
CA-2016-158568,August,2016,RB-19465,Central,Rick Bensley,Illinois,Chicago,Office Supplies,Paper,6462.4,2261.84,0,6462.4,2261.84,4200.56
CA-2016-158568,August,2016,RB-19465,Central,Rick Bensley,Illinois,Chicago,Technology,Accessories,9597.6,-1079.73,0,9597.6,-1079.73,10677.33
CA-2016-158568,August,2016,RB-19465,Central,Rick Bensley,Illinois,Chicago,Office Supplies,Binders,178.8,-303.96,0,178.8,-303.96,482.76
CA-2016-129903,December,2016,GZ-14470,Central,Gary Zandusky,Minnesota,Rochester,Office Supplies,Paper,2392,1172.08,0,2392,1172.08,1219.92
US-2015-156867,November,2015,LC-16870,West,Lena Cacioppo,Colorado,Aurora,Technology,Accessories,23889.6,-2687.58,0,23889.6,-2687.58,26577.18
US-2015-156867,November,2015,LC-16870,West,Lena Cacioppo,Colorado,Aurora,Furniture,Furnishings,10236,-383.85,0,10236,-383.85,10619.85
US-2015-156867,November,2015,LC-16870,West,Lena Cacioppo,Colorado,Aurora,Office Supplies,Binders,3688.2,-2581.74,0,3688.2,-2581.74,6269.94
CA-2017-119004,November,2017,JM-15250,South,Janet Martin,North Carolina,Charlotte,Technology,Accessories,7411.2,1760.16,0,7411.2,1760.16,5651.04
CA-2017-119004,November,2017,JM-15250,South,Janet Martin,North Carolina,Charlotte,Technology,Phones,2799.2,209.94,0,2799.2,209.94,2589.26
CA-2017-119004,November,2017,JM-15250,South,Janet Martin,North Carolina,Charlotte,Office Supplies,Art,330.4,107.38,0,330.4,107.38,223.02
CA-2015-129476,October,2015,PA-19060,Central,Pete Armstrong,Illinois,Orland Park,Technology,Accessories,33996,6799.2,0,33996,6799.2,27196.8
CA-2017-146780,December,2017,CV-12805,East,Cynthia Voltz,New York,New York City,Furniture,Furnishings,4196,1090.96,0,4196,1090.96,3105.04
CA-2016-128867,November,2016,CL-12565,Central,Clay Ludtke,Iowa,Urbandale,Office Supplies,Art,7596,2278.8,0,7596,2278.8,5317.2
CA-2016-128867,November,2016,CL-12565,Central,Clay Ludtke,Iowa,Urbandale,Office Supplies,Binders,2724,1334.76,0,2724,1334.76,1389.24
CA-2014-115259,August,2014,RC-19960,East,Ryan Crowe,Ohio,Columbus,Office Supplies,Fasteners,4009.6,1453.48,0,4009.6,1453.48,2556.12
CA-2014-115259,August,2014,RC-19960,East,Ryan Crowe,Ohio,Columbus,Office Supplies,Envelopes,472,165.2,0,472,165.2,306.8
CA-2014-115259,August,2014,RC-19960,East,Ryan Crowe,Ohio,Columbus,Office Supplies,Paper,2397.6,749.25,0,2397.6,749.25,1648.35
CA-2014-115259,August,2014,RC-19960,East,Ryan Crowe,Ohio,Columbus,Office Supplies,Envelopes,13046.4,4403.16,0,13046.4,4403.16,8643.24
CA-2015-110457,March,2015,DK-13090,West,Dave Kipp,Washington,Seattle,Furniture,Tables,78753,16538.13,0,78753,16538.13,62214.87
US-2015-136476,April,2015,GG-14650,South,Greg Guthrie,Tennessee,Bristol,Office Supplies,Binders,15779.4,-11571.56,0,15779.4,-11571.56,27350.96
CA-2016-103730,June,2016,SC-20725,East,Steven Cartwright,Delaware,Wilmington,Furniture,Furnishings,4704,1834.56,0,4704,1834.56,2869.44
CA-2016-103730,June,2016,SC-20725,East,Steven Cartwright,Delaware,Wilmington,Office Supplies,Binders,3084,1387.8,0,3084,1387.8,1696.2
CA-2016-103730,June,2016,SC-20725,East,Steven Cartwright,Delaware,Wilmington,Office Supplies,Storage,22656,6343.68,0,22656,6343.68,16312.32
CA-2016-103730,June,2016,SC-20725,East,Steven Cartwright,Delaware,Wilmington,Office Supplies,Envelopes,11502,5175.9,0,11502,5175.9,6326.1
CA-2016-103730,June,2016,SC-20725,East,Steven Cartwright,Delaware,Wilmington,Technology,Phones,6804,1973.16,0,6804,1973.16,4830.84
US-2014-152030,December,2014,AD-10180,Central,Alan Dominguez,Texas,Houston,Furniture,Chairs,60055.8,-857.94,0,60055.8,-857.94,60913.74
US-2014-134614,September,2014,PF-19165,Central,Philip Fox,Illinois,Bloomington,Furniture,Tables,61770,-40768.2,0,61770,-40768.2,102538.2
US-2017-107272,November,2017,TS-21610,West,Troy Staebel,Arizona,Phoenix,Office Supplies,Binders,238.8,-183.08,0,238.8,-183.08,421.88
US-2017-107272,November,2017,TS-21610,West,Troy Staebel,Arizona,Phoenix,Office Supplies,Storage,24399.2,3049.9,0,24399.2,3049.9,21349.3
US-2016-125969,November,2016,LS-16975,West,Lindsay Shagiari,California,Los Angeles,Furniture,Chairs,8142.4,-916.02,0,8142.4,-916.02,9058.42
US-2016-125969,November,2016,LS-16975,West,Lindsay Shagiari,California,Los Angeles,Furniture,Furnishings,23856,2624.16,0,23856,2624.16,21231.84
US-2017-164147,February,2017,DW-13585,East,Dorothy Wardle,Ohio,Columbus,Technology,Phones,5997,-1199.4,0,5997,-1199.4,7196.4
US-2017-164147,February,2017,DW-13585,East,Dorothy Wardle,Ohio,Columbus,Office Supplies,Paper,7830.4,2936.4,0,7830.4,2936.4,4894
US-2017-164147,February,2017,DW-13585,East,Dorothy Wardle,Ohio,Columbus,Office Supplies,Fasteners,2145.6,697.32,0,2145.6,697.32,1448.28
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Paper,2004,961.92,2004,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Paper,3544,1665.68,3544,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Art,1152,345.6,1152,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Fasteners,402,196.98,402,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Binders,7617.6,2666.16,7617.6,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Office Supplies,Supplies,6588,1844.64,6588,0,0,0
CA-2016-145583,October,2016,LC-16885,West,Lena Creighton,California,Roseville,Furniture,Furnishings,4312,2069.76,4312,0,0,0
CA-2016-110366,September,2016,JD-15895,East,Jonathan Doherty,Pennsylvania,Philadelphia,Furniture,Furnishings,8280,1035,0,8280,1035,7245
CA-2017-106180,September,2017,SH-19975,West,Sally Hughsby,California,San Francisco,Office Supplies,Art,882,238.14,0,882,238.14,643.86
CA-2017-106180,September,2017,SH-19975,West,Sally Hughsby,California,San Francisco,Office Supplies,Envelopes,1086,510.42,0,1086,510.42,575.58
CA-2017-106180,September,2017,SH-19975,West,Sally Hughsby,California,San Francisco,Office Supplies,Paper,14370,6897.6,0,14370,6897.6,7472.4
CA-2017-155376,December,2017,SG-20080,Central,Sandra Glassco,Missouri,Independence,Office Supplies,Appliances,83943,21825.18,0,83943,21825.18,62117.82
CA-2015-110744,September,2015,HA-14920,West,Helen Andreada,California,Pasadena,Office Supplies,Storage,67193,2015.79,0,67193,2015.79,65177.21
CA-2014-110072,October,2014,MG-17680,East,Maureen Gastineau,Ohio,Newark,Furniture,Furnishings,9388.8,1290.96,0,9388.8,1290.96,8097.84
CA-2016-114489,December,2016,JE-16165,Central,Justin Ellison,Wisconsin,Franklin,Technology,Phones,38445,10380.15,0,38445,10380.15,28064.85
CA-2016-114489,December,2016,JE-16165,Central,Justin Ellison,Wisconsin,Franklin,Technology,Phones,14997,599.88,0,14997,599.88,14397.12
CA-2016-114489,December,2016,JE-16165,Central,Justin Ellison,Wisconsin,Franklin,Furniture,Chairs,195184,58555.2,0,195184,58555.2,136628.8
CA-2016-114489,December,2016,JE-16165,Central,Justin Ellison,Wisconsin,Franklin,Office Supplies,Binders,17155,8062.85,0,17155,8062.85,9092.15
CA-2016-158834,March,2016,TW-21025,West,Tamara Willingham,Arizona,Scottsdale,Office Supplies,Appliances,15792,1776.6,0,15792,1776.6,14015.4
CA-2016-158834,March,2016,TW-21025,West,Tamara Willingham,Arizona,Scottsdale,Technology,Phones,20318.4,1523.88,0,20318.4,1523.88,18794.52
CA-2015-124919,May,2015,SP-20650,West,Stephanie Phelps,California,San Jose,Office Supplies,Paper,5838,2627.1,0,5838,2627.1,3210.9
CA-2015-124919,May,2015,SP-20650,West,Stephanie Phelps,California,San Jose,Office Supplies,Paper,10552,4853.92,0,10552,4853.92,5698.08
CA-2015-124919,May,2015,SP-20650,West,Stephanie Phelps,California,San Jose,Office Supplies,Storage,8088,2102.88,0,8088,2102.88,5985.12
CA-2015-118948,May,2015,NK-18490,West,Neil Knudson,Washington,Seattle,Office Supplies,Art,663,179.01,0,663,179.01,483.99
CA-2014-104269,March,2014,DB-13060,West,Dave Brooks,Washington,Seattle,Furniture,Chairs,45756.8,5147.64,0,45756.8,5147.64,40609.16
CA-2016-114104,November,2016,NP-18670,Central,Nora Paige,Oklahoma,Edmond,Office Supplies,Labels,1462,687.14,0,1462,687.14,774.86
CA-2016-114104,November,2016,NP-18670,Central,Nora Paige,Oklahoma,Edmond,Technology,Phones,94493,23623.25,0,94493,23623.25,70869.75
CA-2016-162733,May,2016,TT-21070,West,Ted Trevino,California,Los Angeles,Office Supplies,Paper,598,269.1,0,598,269.1,328.9
CA-2015-119697,December,2015,EM-13960,East,Eric Murdock,Pennsylvania,Philadelphia,Technology,Accessories,5438.4,135.96,0,5438.4,135.96,5302.44
CA-2016-154508,November,2016,RD-19900,West,Ruben Dartt,New Mexico,Carlsbad,Office Supplies,Envelopes,2840,1334.8,0,2840,1334.8,1505.2
CA-2016-113817,November,2016,MJ-17740,West,Max Jones,Washington,Seattle,Office Supplies,Binders,2768,968.8,0,2768,968.8,1799.2
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Office Supplies,Art,993.6,273.24,0,993.6,273.24,720.36
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Technology,Machines,815995.2,-135999.2,0,815995.2,-135999.2,951994.4
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Office Supplies,Storage,27592.8,-5863.47,0,27592.8,-5863.47,33456.27
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Furniture,Chairs,174006,-2485.8,0,174006,-2485.8,176491.8
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Office Supplies,Art,3206.4,681.36,0,3206.4,681.36,2525.04
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Office Supplies,Appliances,17798,-45384.9,0,17798,-45384.9,63182.9
CA-2014-139892,September,2014,BM-11140,Central,Becky Martin,Texas,San Antonio,Technology,Phones,14397.6,899.85,0,14397.6,899.85,13497.75
CA-2014-118962,August,2014,CS-12130,West,Chad Sievert,California,Los Angeles,Office Supplies,Paper,2094,984.18,0,2094,984.18,1109.82
CA-2014-118962,August,2014,CS-12130,West,Chad Sievert,California,Los Angeles,Office Supplies,Paper,11096,5326.08,0,11096,5326.08,5769.92
CA-2014-118962,August,2014,CS-12130,West,Chad Sievert,California,Los Angeles,Furniture,Chairs,34014.4,2125.9,0,34014.4,2125.9,31888.5
US-2014-100853,September,2014,JB-15400,Central,Jennifer Braxton,Illinois,Chicago,Office Supplies,Appliances,5244.8,-13112,0,5244.8,-13112,18356.8
US-2014-100853,September,2014,JB-15400,Central,Jennifer Braxton,Illinois,Chicago,Office Supplies,Labels,2016,655.2,0,2016,655.2,1360.8
US-2017-152366,April,2017,SJ-20500,Central,Shirley Jackson,Texas,Houston,Office Supplies,Appliances,9726.4,-24316,0,9726.4,-24316,34042.4
US-2015-101511,November,2015,JE-15745,East,Joel Eaton,Ohio,Newark,Furniture,Chairs,39680.2,-1133.72,0,39680.2,-1133.72,40813.92
US-2015-101511,November,2015,JE-15745,East,Joel Eaton,Ohio,Newark,Office Supplies,Supplies,1588,-377.15,0,1588,-377.15,1965.15
CA-2015-137225,December,2015,JK-15640,East,Jim Kriz,New York,New York City,Office Supplies,Art,328,141.04,0,328,141.04,186.96
CA-2014-166191,December,2014,DK-13150,Central,David Kendrick,Illinois,Decatur,Office Supplies,Storage,2481.6,186.12,0,2481.6,186.12,2295.48
CA-2014-166191,December,2014,DK-13150,Central,David Kendrick,Illinois,Decatur,Technology,Accessories,40874.4,7663.95,0,40874.4,7663.95,33210.45
CA-2014-158274,November,2014,RM-19675,South,Robert Marley,Louisiana,Monroe,Technology,Phones,50396,13102.96,0,50396,13102.96,37293.04
CA-2014-158274,November,2014,RM-19675,South,Robert Marley,Louisiana,Monroe,Technology,Phones,14995,4198.6,0,14995,4198.6,10796.4
CA-2014-158274,November,2014,RM-19675,South,Robert Marley,Louisiana,Monroe,Technology,Accessories,2900,725,0,2900,725,2175
CA-2016-105018,November,2016,SK-19990,East,Sally Knutson,Connecticut,Fairfield,Office Supplies,Binders,716,343.68,0,716,343.68,372.32
CA-2014-123260,August,2014,FM-14290,West,Frank Merwin,California,Los Angeles,Technology,Accessories,17680,2298.4,0,17680,2298.4,15381.6
